carID,brand,model,year,transmission,mileage (mi),odometer (km),fuelType,mpg (mi),L/100km,engineSize (L),price (£),price (CAD)
18696, merc, S Class, 2019, Semi-Auto, 8333, 13411, Diesel, 52.3, 4.5, 3, 44980, 76466
18697, ford, Edge, 2016, Semi-Auto, 28500, 45866, Diesel, 47.9, 4.91, 2, 20500, 34850
18698, merc, S Class, 2015, Semi-Auto, 29036, 46729, Diesel, 50.4, 4.67, 3, 24998, 42496.6
18699, merc, S Class, 2019, Semi-Auto, 8365, 13462, Diesel, 52.3, 4.5, 3, 48499, 82448.3
18701, audi, A7, 2013, Automatic, 63250, 101791, Diesel, 48.7, 4.83, 3, 16500, 28050
18702, merc, GL Class, 2015, Automatic, 64539, 103865, Diesel, 67.3, 3.5, 2.1, 13999, 23798.3
18704, vw, Caddy Life, 2017, Manual, 15986, 25727, Diesel, 60.1, 3.91, 2, 14990, 25483
18707, bmw, Z4, 2020, Semi-Auto, 2200, 3541, Petrol, 38.7, 6.08, 2, 32495, 55241.5
18708, audi, A7, 2014, Automatic, 61140, 98395, Diesel, 47.9, 4.91, 3, 14086, 23946.2
18712, audi, A7, 2019, Automatic, 13450, 21646, Diesel, 52.3, 4.5, 3, 29930, 50881
18715, bmw, X7, 2019, Semi-Auto, 3003, 4833, Diesel, 33.6, 7, 3, 64400, 109480
18717, merc, V Class, 2018, Manual, 16146, 25984, Diesel, 46.3, 5.08, 2.1, 19998, 33996.6
18718, toyota, Hilux, 2015, Automatic, 38841, 62508, Diesel, 32.8, 7.17, 3, 17495, 29741.5
18719, audi, RS3, 2017, Semi-Auto, 17889, 28789, Petrol, 34, 6.92, 2.5, 36990, 62883
18723, merc, X-CLASS, 2019, Automatic, 600, 966, Diesel, 31.4, 7.49, 3, 32995, 56091.5
18726, audi, A7, 2019, Semi-Auto, 2055, 3307, Diesel, 35.8, 6.57, 3, 49496, 84143.2
18729, ford, Galaxy, 2005, Manual, 114000, 183465, Petrol, 28, 8.4, 2.3, 1995, 3391.5
18732, bmw, X6, 2019, Automatic, 4509, 7257, Diesel, 34.9, 6.74, 3, 59991, 101984.7
18734, vw, Tiguan Allspace, 2018, Semi-Auto, 20301, 32671, Diesel, 47.9, 4.91, 2, 24900, 42330
18735, hyundi, Santa Fe, 2017, Semi-Auto, 50595, 81425, Diesel, 42.8, 5.5, 2.2, 18495, 31441.5
18736, merc, GLS Class, 2016, Automatic, 23083, 37148, Diesel, 37.2, 6.32, 3, 37094, 63059.8
18737, bmw, 6 Series, 2013, Automatic, 52635, 84708, Diesel, 49.6, 4.74, 3, 17339, 29476.3
18739, bmw, X4, 2020, Semi-Auto, 2679, 4311, Petrol, 26.9, 8.74, 3, 43898, 74626.6
18742, bmw, X7, 2019, Semi-Auto, 6391, 10285, Diesel, 33.6, 7, 3, 72430, 123131
18743, audi, A8, 2019, Automatic, 7890, 12698, Diesel, 40.4, 5.82, 3, 38975, 66257.5
18745, bmw, M4, 2016, Automatic, 771, 1241, Petrol, 33.2, 7.08, 3, 99950, 169915
18746, hyundi, Santa Fe, 2002, Manual, 94000, 151278, Petrol, 30.4, 7.74, 2.4, 1200, 2040
18750, merc, GLS Class, 2016, Automatic, 42924, 69079, Diesel, 37.2, 6.32, 3, 33000, 56100
18751, merc, GL Class, 2015, Automatic, 41270, 66417, Diesel, 62.8, 3.75, 2.1, 15299, 26008.3
18752, merc, S Class, 2019, Semi-Auto, 1766, 2842, Diesel, 48.7, 4.83, 3, 63099, 107268.3
18753, vw, Arteon, 2019, Semi-Auto, 3438, 5533, Diesel, 50.4, 4.67, 2, 28995, 49291.5
18754, hyundi, IX20, 2016, Manual, 8648, 13918, Petrol, 50.4, 4.67, 1.4, 8995, 15291.5
18755, ford, Grand C-MAX, 2016, Manual, 33000, 53108, Diesel, 64.2, 3.66, 1.5, 11736, 19951.2
18757, bmw, 7 Series, 2016, Semi-Auto, 18190, 29274, Petrol, 40.4, 5.82, 3, 33000, 56100
18758, toyota, Prius, 2016, Automatic, 41902, 67435, Hybrid, 94.1, 2.5, 1.8, 17519, 29782.3
18761, merc, S Class, 2001, Automatic, 66000, 106216, Petrol, 24.6, 9.56, 3.2, 4495, 7641.5
18763, merc, SLK, 2016, Automatic, 30128, 48486, Diesel, 70.6, 3.33, 2.1, 17499, 29748.3
18764, vw, Tiguan Allspace, 2020, Semi-Auto, 6000, 9656, Diesel, 38.7, 6.08, 2, 36999, 62898.3
18768, bmw, X4, 2017, Automatic, 34960, 56263, Diesel, 54.3, 4.33, 2, 23000, 39100
18770, bmw, M4, 2019, Semi-Auto, 24, 39, Petrol, 34, 6.92, 3, 45475, 77307.5
18771, bmw, 6 Series, 2018, Semi-Auto, 10250, 16496, Diesel, 49.6, 4.74, 3, 28990, 49283
18774, merc, S Class, 2019, Automatic, 100, 161, Diesel, 52.3, 4.5, 3, 55995, 95191.5
18776, bmw, X4, 2016, Automatic, 44352, 71377, Diesel, 54.3, 4.33, 2, 21400, 36380
18780, ford, Galaxy, 2016, Manual, 27315, 43959, Diesel, 56.5, 4.16, 2, 18000, 30600
18781, ford, Edge, 2019, Semi-Auto, 5542, 8919, Diesel, 37.2, 6.32, 2, 32599, 55418.3
18784, vw, Shuttle, 2019, Semi-Auto, 11542, 18575, Diesel, 32.8, 7.17, 2, 26990, 45883
18785, hyundi, Santa Fe, 2016, Automatic, 23656, 38071, Diesel, 42.8, 5.5, 2.2, 17733, 30146.1
18786, ford, Grand C-MAX, 2016, Semi-Auto, 37799, 60831, Diesel, 58.9, 3.99, 1.5, 9491, 16134.7
18787, ford, Grand C-MAX, 2016, Automatic, 44956, 72349, Diesel, 58.9, 3.99, 1.5, 8480, 14416
18789, vw, Beetle, 2007, Manual, 103500, 166567, Petrol, 36.7, 6.41, 1.6, 2395, 4071.5
18791, merc, CLS Class, 2016, Semi-Auto, 13720, 22080, Diesel, 51.4, 4.58, 3, 22998, 39096.6
18794, ford, Puma, 2002, Manual, 108000, 173809, Petrol, 38.2, 6.16, 1.7, 2195, 3731.5
18795, merc, M Class, 2015, Semi-Auto, 38644, 62191, Diesel, 39.2, 6, 2.1, 21698, 36886.6
18801, merc, CLA Class, 2017, Automatic, 24107, 38796, Diesel, 67.3, 3.5, 2.1, 20000, 34000
18804, vw, Caravelle, 2019, Automatic, 9200, 14806, Diesel, 32.8, 7.17, 2, 38500, 65450
18805, vw, Caravelle, 2019, Semi-Auto, 9221, 14840, Diesel, 33.6, 7, 2, 39999, 67998.3
18806, toyota, Prius, 2013, Automatic, 58852, 94713, Other, 64.2, 3.66, 1.8, 17995, 30591.5
18807, bmw, X6, 2020, Semi-Auto, 9612, 15469, Diesel, 34.9, 6.74, 3, 55500, 94350
18808, merc, M Class, 2015, Automatic, 46023, 74067, Diesel, 39.2, 6, 2.1, 21643, 36793.1
18810, audi, R8, 2018, Semi-Auto, 3800, 6115, Petrol, 23, 10.23, 5.2, 93950, 159715
18811, ford, Grand C-MAX, 2017, Manual, 40911, 65840, Diesel, 64.2, 3.66, 1.5, 9690, 16473
18812, audi, RS5, 2015, Automatic, 66000, 106216, Petrol, 26.9, 8.74, 4.2, 25950, 44115
18813, merc, S Class, 1998, Automatic, 43534, 70061, Petrol, 23.3, 10.1, 6, 19990, 33983
18814, ford, KA, 2015, Manual, 31168, 50160, Petrol, 57.7, 4.08, 1.2, 5500, 9350
18816, merc, V Class, 2019, Semi-Auto, 2924, 4706, Diesel, 44.8, 5.25, 2.2, 36980, 62866
18817, audi, Q8, 2019, Automatic, 8300, 13358, Petrol, 26.4, 8.91, 3, 58000, 98600
18818, merc, SLK, 2007, Automatic, 74000, 119091, Petrol, 32.1, 7.33, 1.8, 5290, 8993
18819, vw, Arteon, 2019, Automatic, 2917, 4694, Diesel, 44.1, 5.33, 2, 30990, 52683
18822, hyundi, I800, 2019, Automatic, 15927, 25632, Diesel, 28, 8.4, 2.5, 18995, 32291.5
18824, vw, Arteon, 2019, Semi-Auto, 11412, 18366, Diesel, 50.4, 4.67, 2, 25990, 44183
18826, merc, GLS Class, 2019, Semi-Auto, 7650, 12311, Diesel, 37.2, 6.32, 3, 46931, 79782.7
18828, ford, Galaxy, 2019, Manual, 9129, 14692, Diesel, 55.4, 4.25, 2, 26430, 44931
18830, ford, Grand C-MAX, 2013, Automatic, 47421, 76317, Diesel, 48.7, 4.83, 2, 8470, 14399
18834, toyota, Verso, 2008, Manual, 83000, 133575, Petrol, 36.7, 6.41, 1.8, 3995, 6791.5
18836, audi, R8, 2016, Semi-Auto, 10172, 16370, Petrol, 24.8, 9.48, 5.2, 79900, 135830
18837, bmw, M4, 2020, Automatic, 10, 16, Petrol, 34, 6.92, 3, 45488, 77329.6
18838, merc, CLS Class, 2019, Semi-Auto, 5680, 9141, Diesel, 48.7, 4.83, 2.9, 37499, 63748.3
18839, ford, Edge, 2017, Manual, 22168, 35676, Diesel, 48.7, 4.83, 2, 19050, 32385
18840, hyundi, IX35, 2011, Manual, 60000, 96560, Diesel, 48.7, 4.83, 1.7, 6975, 11857.5
18841, audi, A8, 2019, Automatic, 8076, 12997, Petrol, 28.8, 8.17, 3, 44950, 76415
18842, hyundi, Santa Fe, 2019, Semi-Auto, 17340, 27906, Diesel, 39.2, 6, 2.2, 31735, 53949.5
18846, bmw, 6 Series, 2013, Automatic, 58024, 93380, Diesel, 51.4, 4.58, 3, 15499, 26348.3
18847, bmw, 7 Series, 2016, Semi-Auto, 20619, 33183, Diesel, 54.3, 4.33, 3, 29240, 49708
18848, ford, Edge, 2016, Automatic, 20028, 32232, Diesel, 48.7, 4.83, 2, 19419, 33012.3
18850, hyundi, IX20, 2016, Manual, 25018, 40262, Petrol, 50.4, 4.67, 1.4, 8498, 14446.6
18851, ford, Grand Tourneo Connect, 2015, Manual, 30760, 49503, Diesel, 58.9, 3.99, 1.6, 10995, 18691.5
18853, hyundi, Santa Fe, 2015, Semi-Auto, 11673, 18786, Diesel, 41.5, 5.67, 2.2, 18992, 32286.4
18856, audi, A7, 2020, Automatic, 1200, 1931, Diesel, 38.2, 6.16, 3, 45000, 76500
18857, ford, KA, 2018, Manual, 10437, 16797, Petrol, 57.7, 4.08, 1.2, 9000, 15300
18858, ford, Galaxy, 2007, Manual, 134000, 215652, Diesel, 44.8, 5.25, 1.8, 3395, 5771.5
18859, hyundi, Santa Fe, 2019, Semi-Auto, 9739, 15673, Diesel, 39.2, 6, 2.2, 32380, 55046
18860, vw, CC, 2015, Manual, 61090, 98315, Diesel, 62.8, 3.75, 2, 9998, 16996.6
18861, ford, Grand C-MAX, 2016, Manual, 38670, 62233, Diesel, 64.2, 3.66, 1.5, 9126, 15514.2
18866, merc, M Class, 2004, Automatic, 121000, 194730, Diesel, 29.7, 7.92, 2.7, 19950, 33915
18867, toyota, Avensis, 2006, Manual, 87743, 141208, Diesel, 49.6, 4.74, 2, 2250, 3825
18868, merc, S Class, 2018, Automatic, 43000, 69202, Diesel, 52.3, 4.5, 2.9, 33490, 56933
18869, bmw, M4, 2019, Semi-Auto, 7603, 12236, Petrol, 32.5, 7.24, 3, 39990, 67983
18872, bmw, 6 Series, 2015, Automatic, 40517, 65206, Petrol, 36.2, 6.5, 3, 20000, 34000
18874, hyundi, Santa Fe, 2019, Semi-Auto, 2199, 3539, Diesel, 39.2, 6, 2.2, 36990, 62883
18875, toyota, GT86, 2020, Manual, 1055, 1698, Petrol, 33.2, 7.08, 2, 27995, 47591.5
18877, audi, Q8, 2019, Semi-Auto, 5978, 9621, Diesel, 30.7, 7.66, 4, 83995, 142791.5
18880, merc, CLS Class, 2016, Semi-Auto, 22525, 36250, Diesel, 57.7, 4.08, 2.1, 20499, 34848.3
18883, audi, SQ5, 2018, Automatic, 37000, 59546, Petrol, 34, 6.92, 3, 35950, 61115
18885, ford, Grand C-MAX, 2015, Semi-Auto, 31221, 50245, Diesel, 48.7, 4.83, 2, 10495, 17841.5
18886, hyundi, IX20, 2016, Manual, 53220, 85649, Petrol, 50.4, 4.67, 1.4, 7484, 12722.8
18887, bmw, 6 Series, 2013, Automatic, 62068, 99889, Diesel, 49.6, 4.74, 3, 16199, 27538.3
18888, vw, Scirocco, 2017, Semi-Auto, 24871, 40026, Petrol, 44.1, 5.33, 2, 17495, 29741.5
18889, hyundi, Santa Fe, 2016, Manual, 21972, 35360, Diesel, 47.1, 4.99, 2.2, 17450, 29665
18890, merc, X-CLASS, 2019, Automatic, 500, 805, Diesel, 35.8, 6.57, 2.3, 24945, 42406.5
18891, audi, RS6, 2017, Semi-Auto, 34926, 56208, Petrol, 29.4, 8, 4, 57995, 98591.5
18892, toyota, GT86, 2019, Manual, 4500, 7242, Petrol, 33.2, 7.08, 2, 23997, 40794.9
18893, merc, V Class, 2016, Manual, 21981, 35375, Diesel, 46.3, 5.08, 2.1, 17998, 30596.6
18894, vw, Amarok, 2018, Automatic, 13764, 22151, Diesel, 36.2, 6.5, 3, 27900, 47430
18895, merc, V Class, 2019, Automatic, 2582, 4155, Diesel, 45.6, 5.16, 2.2, 41730, 70941
18898, toyota, Prius, 2015, Automatic, 46230, 74400, Hybrid, 64.2, 3.66, 1.8, 20500, 34850
18901, vw, Arteon, 2019, Automatic, 6786, 10921, Petrol, 32.8, 7.17, 2, 29980, 50966
18902, ford, Tourneo Custom, 2018, Automatic, 24568, 39538, Diesel, 31.7, 7.42, 2, 19995, 33991.5
18903, merc, CLK, 2004, Automatic, 104000, 167371, Petrol, 31.7, 7.42, 1.8, 2495, 4241.5
18905, audi, A7, 2019, Automatic, 11500, 18507, Diesel, 38.2, 6.16, 3, 51990, 88383
18908, merc, M Class, 2010, Automatic, 106800, 171878, Diesel, 31, 7.59, 3, 9995, 16991.5
18909, vw, Arteon, 2019, Manual, 100, 161, Diesel, 52.3, 4.5, 2, 23950, 40715
18910, hyundi, I800, 2018, Manual, 38520, 61992, Diesel, 28, 8.4, 2.5, 15998, 27196.6
18911, bmw, M5, 2019, Semi-Auto, 4200, 6759, Petrol, 26.9, 8.74, 4.4, 62898, 106926.6
18913, vw, Arteon, 2019, Semi-Auto, 10301, 16578, Petrol, 47.1, 4.99, 2, 27981, 47567.7
18914, ford, Galaxy, 2008, Manual, 174000, 280025, Diesel, 44.8, 5.25, 1.8, 3995, 6791.5
18919, vw, Arteon, 2018, Semi-Auto, 30823, 49605, Petrol, 47.1, 4.99, 2, 19498, 33146.6
18921, hyundi, Santa Fe, 2017, Automatic, 42570, 68510, Diesel, 42.8, 5.5, 2.2, 17600, 29920
18922, vw, Arteon, 2019, Automatic, 5000, 8047, Petrol, 47.1, 4.99, 2, 31999, 54398.3
18924, vw, Tiguan Allspace, 2019, Semi-Auto, 1577, 2538, Diesel, 38.7, 6.08, 2, 29490, 50133
18929, merc, V Class, 2019, Semi-Auto, 200, 322, Diesel, 36.7, 6.41, 2, 44995, 76491.5
18932, bmw, i3, 2017, Automatic, 26965, 43396, Hybrid, 470.8, 0.5, 0, 19980, 33966
18933, toyota, Prius, 2017, Automatic, 9891, 15918, Hybrid, 85.6, 2.75, 1.8, 20000, 34000
18937, audi, Q8, 2020, Automatic, 3522, 5668, Diesel, 30.7, 7.66, 4, 84496, 143643.2
18939, vw, Scirocco, 2017, Manual, 24784, 39886, Diesel, 67.3, 3.5, 2, 14995, 25491.5
18940, ford, Grand C-MAX, 2017, Manual, 28346, 45618, Diesel, 64.2, 3.66, 1.5, 12000, 20400
18943, hyundi, I40, 2015, Manual, 68969, 110995, Diesel, 67.3, 3.5, 1.7, 7050, 11985
18944, bmw, X4, 2019, Semi-Auto, 5450, 8771, Petrol, 26.9, 8.74, 3, 40775, 69317.5
18945, ford, Galaxy, 2016, Manual, 35029, 56374, Diesel, 56.5, 4.16, 2, 16299, 27708.3
18946, audi, RS5, 2019, Semi-Auto, 7800, 12553, Petrol, 29.7, 7.92, 2.9, 54990, 93483
18947, bmw, 7 Series, 2012, Automatic, 76000, 122310, Diesel, 41.5, 5.67, 3, 10990, 18683
18948, vw, Arteon, 2019, Semi-Auto, 10500, 16898, Petrol, 40.4, 5.82, 1.5, 21990, 37383
18949, bmw, i8, 2015, Automatic, 43102, 69366, Hybrid, 134.5, 1.75, 1.5, 42890, 72913
18954, audi, A7, 2019, Automatic, 6785, 10919, Diesel, 35.8, 6.57, 3, 46480, 79016
18956, bmw, M3, 2018, Semi-Auto, 28347, 45620, Petrol, 34, 6.92, 3, 36995, 62891.5
18957, audi, RS5, 2019, Automatic, 7800, 12553, Petrol, 29.7, 7.92, 2.9, 55990, 95183
18958, ford, Edge, 2018, Semi-Auto, 9600, 15450, Diesel, 47.9, 4.91, 2, 25990, 44183
18959, merc, S Class, 2017, Automatic, 26000, 41843, Diesel, 50.4, 4.67, 3, 28999, 49298.3
18960, merc, SLK, 2007, Automatic, 69000, 111044, Petrol, 32.1, 7.33, 1.8, 6495, 11041.5
18961, vw, Scirocco, 2016, Manual, 23649, 38059, Diesel, 55.4, 4.25, 2, 15290, 25993
18962, hyundi, IX35, 2015, Manual, 64708, 104137, Diesel, 53.3, 4.41, 1.7, 8090, 13753
18963, audi, A7, 2019, Automatic, 978, 1574, Diesel, 48.7, 4.83, 2, 35950, 61115
18964, merc, V Class, 2019, Automatic, 4170, 6711, Diesel, 44.1, 5.33, 2.1, 40890, 69513
18966, bmw, 8 Series, 2019, Automatic, 5883, 9468, Petrol, 33.6, 7, 3, 62995, 107091.5
18967, hyundi, Santa Fe, 2020, Semi-Auto, 10, 16, Diesel, 39.2, 6, 2.2, 43995, 74791.5
18971, merc, V Class, 2017, Automatic, 86000, 138403, Diesel, 44.8, 5.25, 2.1, 29990, 50983
18973, toyota, Verso, 2016, Semi-Auto, 12068, 19422, Petrol, 43.5, 5.41, 1.8, 13990, 23783
18974, toyota, Avensis, 2017, Manual, 43795, 70481, Diesel, 67.3, 3.5, 1.6, 9800, 16660
18976, toyota, Verso, 2017, Semi-Auto, 24389, 39250, Petrol, 42.8, 5.5, 1.8, 12690, 21573
18977, bmw, i8, 2016, Automatic, 10087, 16233, Hybrid, 134.5, 1.75, 1.5, 48998, 83296.6
18978, ford, Grand Tourneo Connect, 2019, Manual, 11, 18, Diesel, 46.3, 5.08, 1.5, 18490, 31433
18979, toyota, Prius, 2016, Automatic, 43463, 69947, Hybrid, 94.1, 2.5, 1.8, 17819, 30292.3
18980, ford, Puma, 2020, Manual, 2500, 4023, Petrol, 50.4, 4.67, 1, 21999, 37398.3
18981, hyundi, I800, 2018, Automatic, 34605, 55691, Diesel, 28, 8.4, 2.5, 15990, 27183
18983, merc, M Class, 2014, Semi-Auto, 33271, 53544, Petrol, 23.9, 9.84, 5.5, 32995, 56091.5
18984, bmw, X6, 2019, Semi-Auto, 7200, 11587, Diesel, 33.2, 7.08, 3, 64900, 110330
18986, hyundi, Santa Fe, 2017, Manual, 7493, 12059, Diesel, 47.1, 4.99, 2.2, 19691, 33474.7
18987, bmw, i8, 2017, Automatic, 17580, 28292, Hybrid, 134.5, 1.75, 1.5, 52495, 89241.5
18988, ford, Puma, 2020, Manual, 1000, 1609, Petrol, 50.4, 4.67, 1, 21000, 35700
18990, bmw, M4, 2017, Semi-Auto, 25777, 41484, Petrol, 34, 6.92, 3, 33450, 56865
18991, ford, Grand C-MAX, 2018, Manual, 18614, 29956, Petrol, 54.3, 4.33, 1, 14000, 23800
18992, merc, SLK, 2015, Manual, 47003, 75644, Petrol, 41.5, 5.67, 1.8, 13400, 22780
18995, merc, CLS Class, 2016, Automatic, 47156, 75890, Diesel, 57.7, 4.08, 2.1, 17999, 30598.3
18997, vw, Arteon, 2019, Automatic, 7273, 11705, Petrol, 48.7, 4.83, 1.5, 22499, 38248.3
18999, vw, CC, 2015, Semi-Auto, 54231, 87276, Diesel, 53.3, 4.41, 2, 9995, 16991.5
19000, hyundi, Santa Fe, 2013, Semi-Auto, 72854, 117247, Diesel, 41.5, 5.67, 2.2, 12245, 20816.5
19002, vw, CC, 2016, Manual, 18229, 29337, Petrol, 44.8, 5.25, 1.4, 11499, 19548.3
19004, audi, RS4, 2018, Semi-Auto, 12000, 19312, Petrol, 32.1, 7.33, 2.9, 52495, 89241.5
19005, hyundi, I800, 2019, Manual, 14674, 23615, Diesel, 31.7, 7.42, 2.5, 18500, 31450
19006, ford, Grand C-MAX, 2016, Manual, 28772, 46304, Diesel, 64.2, 3.66, 1.5, 9999, 16998.3
19008, vw, Scirocco, 2016, Manual, 26500, 42648, Petrol, 52.3, 4.5, 1.4, 13302, 22613.4
19012, audi, A8, 2012, Automatic, 70894, 114093, Diesel, 44.1, 5.33, 3, 13437, 22842.9
19013, merc, SLK, 2014, Semi-Auto, 35000, 56327, Diesel, 56.5, 4.16, 2, 14890, 25313
19014, ford, Grand Tourneo Connect, 2018, Automatic, 9486, 15266, Diesel, 56.6, 4.16, 1.5, 15990, 27183
19017, bmw, 8 Series, 2020, Semi-Auto, 700, 1127, Petrol, 31.7, 7.42, 3, 59995, 101991.5
19020, hyundi, I40, 2019, Manual, 12000, 19312, Diesel, 54.3, 4.33, 1.6, 15495, 26341.5
19021, bmw, M4, 2019, Semi-Auto, 101, 163, Petrol, 34, 6.92, 3, 41980, 71366
19022, audi, Q8, 2019, Automatic, 11464, 18449, Diesel, 33.6, 7, 3, 51862, 88165.4
19023, vw, Scirocco, 2015, Manual, 28578, 45992, Petrol, 52.3, 4.5, 1.4, 10391, 17664.7
19026, merc, X-CLASS, 2019, Automatic, 5981, 9625, Diesel, 35.8, 6.57, 2.3, 25491, 43334.7
19027, hyundi, IX20, 2016, Manual, 21304, 34285, Diesel, 64.2, 3.66, 1.6, 7769, 13207.3
19028, toyota, Prius, 2016, Automatic, 41487, 66767, Hybrid, 85.6, 2.75, 1.8, 17480, 29716
19029, ford, Grand C-MAX, 2017, Manual, 10373, 16694, Petrol, 54.3, 4.33, 1, 12498, 21246.6
19031, ford, Tourneo Custom, 2016, Manual, 22704, 36538, Diesel, 44.8, 5.25, 2, 16700, 28390
19032, vw, Tiguan Allspace, 2019, Automatic, 4647, 7479, Petrol, 30.7, 7.66, 2, 31113, 52892.1
19033, bmw, M3, 2017, Semi-Auto, 21431, 34490, Petrol, 34, 6.92, 3, 37970, 64549
19035, bmw, 6 Series, 2017, Automatic, 39890, 64197, Diesel, 49.6, 4.74, 3, 23750, 40375
19037, audi, RS4, 2013, Automatic, 68000, 109435, Petrol, 26.4, 8.91, 4.2, 23888, 40609.6
19039, merc, GL Class, 2015, Automatic, 53789, 86565, Diesel, 56.5, 4.16, 2.1, 16499, 28048.3
19041, vw, Arteon, 2019, Automatic, 8686, 13979, Diesel, 60.1, 3.91, 2, 29495, 50141.5
19042, audi, SQ5, 2017, Automatic, 24575, 39550, Petrol, 34, 6.92, 3, 38950, 66215
19044, audi, SQ7, 2017, Automatic, 30000, 48280, Diesel, 39.2, 6, 4, 51990, 88383
19045, audi, A7, 2019, Automatic, 4288, 6901, Diesel, 38.2, 6.16, 3, 42500, 72250
19046, toyota, Prius, 2018, Automatic, 59191, 95258, Other, 235, 1, 1.8, 18150, 30855
19047, merc, GL Class, 2016, Automatic, 54761, 88129, Diesel, 56.6, 4.16, 2.1, 15750, 26775
19048, audi, A8, 2018, Semi-Auto, 2905, 4675, Diesel, 40.4, 5.82, 3, 36995, 62891.5
19049, hyundi, I40, 2019, Manual, 20, 32, Diesel, 52.3, 4.5, 1.6, 16000, 27200
19050, ford, Grand C-MAX, 2012, Manual, 58745, 94541, Petrol, 40.9, 5.75, 1.6, 6650, 11305
19051, ford, Mustang, 2020, Manual, 613, 987, Petrol, 31.4, 7.49, 2.3, 33979, 57764.3
19052, merc, S Class, 2016, Semi-Auto, 46000, 74030, Diesel, 50.4, 4.67, 3, 28980, 49266
19053, ford, Galaxy, 2018, Manual, 9609, 15464, Diesel, 55.4, 4.25, 2, 21600, 36720
19055, vw, Caddy Maxi Life, 2019, Manual, 3349, 5390, Diesel, 57.7, 4.08, 2, 19499, 33148.3
19056, vw, California, 2019, Automatic, 6739, 10845, Diesel, 33.2, 7.08, 2, 57991, 98584.7
19057, vw, Caddy Maxi Life, 2019, Automatic, 100, 161, Diesel, 46.3, 5.08, 2, 21999, 37398.3
19058, toyota, Verso, 2017, Automatic, 33989, 54700, Other, 43.5, 5.41, 1.8, 14800, 25160
19059, merc, SLK, 2016, Semi-Auto, 29726, 47839, Diesel, 70.6, 3.33, 2, 17480, 29716
19061, ford, Tourneo Custom, 2019, Manual, 10012, 16113, Diesel, 35.3, 6.66, 2, 24000, 40800
19063, ford, Galaxy, 2016, Manual, 33883, 54529, Diesel, 56.5, 4.16, 2, 14999, 25498.3
19064, merc, CLS Class, 2013, Semi-Auto, 85967, 138350, Diesel, 46.3, 5.08, 3, 11991, 20384.7
19067, vw, Arteon, 2017, Semi-Auto, 23559, 37914, Petrol, 47.1, 4.99, 2, 21550, 36635
19068, ford, Galaxy, 2018, Semi-Auto, 23836, 38360, Diesel, 52.3, 4.5, 2, 17995, 30591.5
19069, toyota, GT86, 2020, Manual, 516, 830, Petrol, 33.2, 7.08, 2, 27998, 47596.6
19070, bmw, 7 Series, 2019, Semi-Auto, 5113, 8229, Diesel, 44.1, 5.33, 3, 47000, 79900
19071, ford, Grand C-MAX, 2016, Manual, 15414, 24806, Diesel, 64.2, 3.66, 1.5, 10277, 17470.9
19074, bmw, M3, 2015, Semi-Auto, 13537, 21786, Petrol, 34, 6.92, 3, 32950, 56015
19076, hyundi, IX35, 2013, Manual, 47232, 76012, Diesel, 48.7, 4.83, 2, 7776, 13219.2
19078, merc, V Class, 2018, Manual, 29723, 47834, Diesel, 46.3, 5.08, 2.1, 19498, 33146.6
19080, merc, X-CLASS, 2019, Automatic, 500, 805, Diesel, 35.8, 6.57, 2.3, 28945, 49206.5
19081, merc, CLS Class, 2019, Semi-Auto, 5919, 9526, Diesel, 48.7, 4.83, 2.9, 34980, 59466
19082, ford, Tourneo Connect, 2016, Manual, 21026, 33838, Diesel, 64.2, 3.66, 1.5, 11995, 20391.5
19083, merc, M Class, 2013, Semi-Auto, 57367, 92323, Diesel, 44.8, 5.25, 2.1, 16300, 27710
19084, hyundi, IX35, 2013, Manual, 55472, 89273, Diesel, 53.3, 4.41, 1.7, 6999, 11898.3
19085, toyota, Avensis, 2013, Manual, 51504, 82887, Diesel, 62.8, 3.75, 2, 6625, 11262.5
19086, vw, Scirocco, 2016, Semi-Auto, 69018, 111073, Diesel, 53.3, 4.41, 2, 12490, 21233
19088, vw, Arteon, 2019, Automatic, 4444, 7152, Diesel, 50.4, 4.67, 2, 28000, 47600
19089, hyundi, IX20, 2016, Manual, 2542, 4091, Petrol, 50.4, 4.67, 1.4, 8495, 14441.5
19090, vw, CC, 2013, Manual, 33305, 53599, Diesel, 60.1, 3.91, 2, 8399, 14278.3
19093, bmw, 6 Series, 2015, Semi-Auto, 26797, 43125, Diesel, 49.6, 4.74, 3, 23552, 40038.4
19095, ford, KA, 2009, Manual, 92000, 148059, Petrol, 55.4, 4.25, 1.2, 2350, 3995
19098, audi, A8, 2018, Automatic, 4284, 6894, Petrol, 37.7, 6.24, 3, 38500, 65450
19099, vw, Beetle, 2016, Manual, 23500, 37819, Diesel, 61.4, 3.83, 2, 12500, 21250
19101, hyundi, I800, 2018, Automatic, 30038, 48341, Diesel, 31.7, 7.42, 2.5, 15999, 27198.3
19102, hyundi, I40, 2019, Manual, 10, 16, Diesel, 52.3, 4.5, 1.6, 16500, 28050
19103, hyundi, IX35, 2011, Manual, 79000, 127138, Petrol, 41.5, 5.67, 1.6, 5475, 9307.5
19104, toyota, Prius, 2017, Automatic, 30130, 48489, Hybrid, 64.2, 3.66, 1.8, 22991, 39084.7
19106, vw, Scirocco, 2008, Manual, 82156, 132217, Petrol, 37.2, 6.32, 2, 5000, 8500
